-83.97400273310058,34.03392469342081
-83.94679295640233,34.07303468557151
-83.82116450139455,34.15307921462598
-83.79664580096012,34.164225368924164
-83.67319370896084,34.24226577257614
-83.63568299585934,34.2539320251959
-83.52448919213015,34.333170918582375
-83.40078589081898,34.28527680859827
-83.33348012705075,34.21649230521778
-83.28524545044723,34.19366683289027
-83.16629060966574,34.12194484643676
-83.09895706904773,34.07743216976612
-83.0497734332361,34.038223582000505
-82.92324919434333,34.0089588688455
-82.78908558582931,34.02019611029475
-82.65927446292847,34.0084658068603
-82.53011943944897,33.993409905664926
-82.49777994895248,33.99895010557685
-82.39558824844362,34.00596720703264
-82.27466235841344,34.078492975862645
-82.24587433422727,34.0949112813611
-82.13214525009629,34.16868930050009
-82.09306657117276,34.19726227771766
-81.98834407795107,34.25858565569193
-81.94180298940327,34.28988526017701
-81.82902431166352,34.34620536504013
-81.79408145152536,34.36320471656741
-81.66466685738772,34.43293706910282
